objective_0,objective_1,raw_output_0,raw_output_1,knob_0,knob_1,knob_2,knob_3,knob_4,knob_5,knob_6,knob_7,knob_8,knob_9,knob_10,knob_11,metric_0,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23
0.5855702701,0.9237814591,0.574287926,0.0986853151,0.1111111111,0.6666666667,1,0.9,0.2,0,0.8,0.9,0.875,0.1111111111,0.1111111111,0.1111111111,0.7238383263,0.1976991296,0.8553439138,0.0276627016,0.1302717657,0.1123723758,0.1668476471,0.1478059736,0.1916186526,0.274209047,0.8553439141,0.2883189896,0.0428183541,0.0081059102,0,0.5286270379,0.2882668374,0.2333365869,0,0.2882680606,0.1581270486,0.3206300429,0.2889964245,0.237905981
0.9052411472,0.9889295954,0.9026649441,0.0143062046,0.1111111111,0.6666666667,0,0,0,1,0.4,0.4,1,0.8888888889,0.1111111111,0,0.5917281685,0.0231736583,0.3942068837,0.0023146053,0.0132538943,0,0.0038487273,0.0086451487,0.0071557897,0.045330795,0.3942068836,0.0420109327,0.0104442869,0.0005074361,0,0.4511724482,0.0421663529,0.0450572981,0,0.04216608,0.1337497243,0.0676052249,0.0421374887,0.0459265058
0.032997297,0.2649729213,0.0066841564,0.9520063983,0,0,1,0.1,0.7,1,0.8,0.2,0.75,0,0.1111111111,0.7777777778,0.8693522041,0.2713082064,0.6113715551,0.0606980628,0.1664941083,0.1644951025,0.2262417852,0.8247284802,0.3909240833,0.6869826406,0.611371558,0.71935402,0.473405514,0.0275825573,0,0.8070658394,0.7193110428,0.6493628257,0,0.7193132401,0.7118078726,0.7437647746,0.7211793402,0.6574246702
0.6407017663,0.9448869067,0.6309275654,0.0714080811,0.1111111111,0.2222222222,0.6666666667,0.5,1,0,0.2,0.2,1,0.1111111111,0.7777777778,0.1111111111,0.6833002132,0.2559167604,0.7003305703,0.016162367,0.1121045107,0.0917119216,0.0680075105,0.1269917054,0.040658184,0.167786077,0.7003305741,0.1729831241,0.0252931671,0.0084342151,0,0.5326112323,0.1726814171,0.1584830542,0,0.17268172,0.0611572697,0.1606282399,0.1749814487,0.1613170275
0.0898118083,0.4917171074,0.0650410693,0.6583643442,0.1111111111,0.5555555556,1,0.9,0.1,0,0.8,0.5,1,0.1111111111,0.7777777778,0.7777777778,0.8484198525,0.5857740249,0.7098811507,0.073258892,0.3723734983,0.3508284388,0.3330540195,0.6582373245,0.3923124496,0.6390393741,0.7098811534,0.7389803495,0.7427065136,0.0374842943,0,0.7785372764,0.7390544522,0.6398784558,0,0.7390551576,0.7044042823,0.7491234844,0.7402907684,0.6480097868
0.0451694065,0.3276521185,0.0191885487,0.8708237767,0.1111111111,0.2222222222,0.3333333333,0.6,0.8,1,0,0.1,1,0,0.7777777778,0.6666666667,0.8613410919,0.2132815565,0.6168801195,0.0595215804,0.1403960184,0.1392281207,0.2199108635,0.7387238773,0.3966086095,0.7311855933,0.6168801202,0.773264323,0.3255596511,0.0242608477,0,0.8188204866,0.7738248741,0.646366598,0,0.7738244271,0.6849481917,0.7009725836,0.7744157358,0.6550063917
0.3168148513,0.8110863332,0.2982296232,0.2447006101,0.2222222222,0.1111111111,0.6666666667,0.7,0.7,1,0.6,0.4,0.875,0.2222222222,0.3333333333,0.3333333333,0.822641175,0.40109911,0.7981268359,0.0491372189,0.2471850214,0.2312342984,0.2582533368,0.4460702106,0.2710704855,0.4523322424,0.7981268389,0.4810307704,0.3667985903,0.0207718791,0,0.748601768,0.4812120486,0.4153501699,0,0.4812135851,0.3780937888,0.4887509534,0.4819647287,0.4207177851
0.1294901654,0.5924657534,0.1057946088,0.5278569115,0.2222222222,0.2222222222,1,1,0.1,0,1,0.1,0.5,0.5555555556,0,0.5555555556,0.8992316093,0.503819137,0.6526680601,0.0583558765,0.2882495329,0.2831585942,0.2764557866,0.4324761929,0.3278140259,0.6246200557,0.6526680598,0.7044122062,0.7149605784,0.0287866082,0,0.1234664604,0.7042580854,0.6144332316,0,0.7042600042,0.6220599672,0.7114851801,0.7062270437,0.6234598013
0.0409533686,0.2990602103,0.0148557358,0.9078715852,0.1111111111,0.4444444444,0,0.1,0.9,1,0.8,0.5,0.875,0,0,0.8888888889,0.8574178488,0.3637206919,0.6117340189,0.0621980104,0.1902650083,0.1847458938,0.1928008055,0.8193414985,0.3815110047,0.7073467972,0.6117340191,0.8867042819,0.4766983449,0.0304108317,0,0.8146961346,0.8866607488,0.9469107998,0,0.886661241,0.6472438065,0.8521559101,0.8872191768,0.9488194272
0.1447053023,0.6191462249,0.1214323645,0.493256043,0.4444444444,0,1,0.9,0.5,0,0.6,0.5,0.875,0.4444444444,0.2222222222,0.5555555556,0.9037478622,0.5170773719,0.6288563474,0.0598381186,0.3010371953,0.2960602117,0.2897086864,0.4101304121,0.3244229334,0.5930181313,0.628856347,0.6832148957,0.7464109333,0.0293199752,0,0.7398916222,0.683019401,0.5855550536,0,0.6830212482,0.6152187433,0.702304272,0.684109669,0.5944121244
0.3599612397,0.8440586174,0.3425432026,0.2019432749,0.5555555556,0.1111111111,0.6666666667,0.8,0.1,1,0,0,0.875,0.5555555556,0.1111111111,0.1111111111,0.7692888635,0.0818870604,0.6061923398,0.0242415552,0.0391322879,0.0372433741,0.0667893287,0.2782425957,0.1423961327,0.3915603543,0.6061923438,0.400192734,0.047972131,0.0052252373,0,0.6275917393,0.4002897462,0.3473685373,0,0.400291459,0.2619743891,0.3773557753,0.4014223331,0.3526559308
0.1707325366,0.6672507168,0.1481637064,0.4310210125,0.2222222222,0.2222222222,0,0.5,1,1,0.4,0.7,1,0,0.1111111111,0.2222222222,0.905778612,0.1478496346,0.7520115587,0.0453586542,0.0904716708,0.0980111382,0.1768119266,0.2915621096,0.2900264323,0.6538591262,0.7520115629,0.6077730499,0.0851995672,0.0101102939,0,0.8232356812,0.6072867397,0.472247195,0,0.6072893758,0.327484149,0.4573738981,0.6108961981,0.4787411379
0.0616085545,0.3978974196,0.0360733091,0.7799115612,0,0.5555555556,1,1,0.6,0,0,0.4,1,0,0.5555555556,0.5555555556,0.8665413582,0.1796518005,0.6833136809,0.0581389442,0.1270476708,0.1275405274,0.2235143415,0.5350087234,0.3951216524,0.7354581065,0.6833136804,0.7781834922,0.2506185036,0.0210167728,0,0.8082666358,0.7784772142,0.65439785,0,0.7784768004,0.6114082705,0.6990441447,0.7793782418,0.6628814421
0.0760246842,0.4499044282,0.0508696008,0.7124904984,0,0.3333333333,0,0.6,0.7,1,0.8,0.6,1,0.8888888889,0.1111111111,0.7777777778,0.8704739015,0.6083275591,0.7217000456,0.072222272,0.3791335175,0.3620482025,0.3349593092,0.6463640747,0.4003152498,0.6450389266,0.7217000495,0.7488421187,0.7643430577,0.037100608,0,0.7810857223,0.7487968268,0.6410768291,0,0.7487986239,0.7212935654,0.7616252347,0.7496781265,0.6499090097
0.1365112286,0.6014654349,0.1130177249,0.5161880085,0.4444444444,0.2222222222,1,0.3,0.6,1,0.4,0.3,0.75,0.3333333333,0.1111111111,0.5555555556,0.8992370333,0.49221649,0.7350060444,0.0637512073,0.301037105,0.2951777019,0.307510552,0.4289158713,0.3594851029,0.6134671411,0.7350060485,0.7107477655,0.751215837,0.0295934936,0,0.7636919007,0.7106645592,0.6085050055,0,0.7106655852,0.5929953453,0.7153095578,0.7124788566,0.6172970124
0.087108784,0.4842306467,0.0622617283,0.668009333,0,0.7777777778,0.3333333333,0.7,0.1,0,0.2,0.4,1,0.4444444444,0.2222222222,0.6666666667,0.8531217277,0.5170326243,0.6930967162,0.0687695658,0.3211808493,0.3047159908,0.3053175903,0.6841166431,0.3936623354,0.6868809258,0.6930967168,0.7657300843,0.6143432848,0.0332409585,0,0.9035859922,0.7655889597,0.6252832619,0,0.7655898142,0.6552800248,0.6966387072,0.7680862158,0.6342118133
0.2021658195,0.7092226824,0.1804510881,0.3766383988,0.6666666667,0,0.6666666667,0.1,0.1,1,0.6,0.8,0.75,0.1111111111,0.3333333333,0.4444444444,0.8685032081,0.4616853766,0.7266062546,0.0564125609,0.2764662027,0.2663755548,0.2779911505,0.3355502678,0.3056752777,0.5387574822,0.7266062591,0.5940879687,0.6324167339,0.0255512285,0,0.8213769074,0.5940778201,0.511872611,0,0.5940786501,0.4701346503,0.5930219329,0.5955628675,0.5201577706
0.1755435799,0.6648614208,0.1531120957,0.4340654765,0.4444444444,0.3333333333,0.3333333333,0.8,0.4,1,0.4,0.3,1,0.2222222222,0.4444444444,0.4444444444,0.8680690692,0.4490586808,0.7282850392,0.058337761,0.2731599832,0.2632289055,0.2820907922,0.3333323647,0.3215447511,0.5703564851,0.7282850399,0.6328952131,0.6521954972,0.0254649371,0,0.7189802577,0.6327342766,0.542437985,0,0.6327347522,0.491764008,0.6283539561,0.6340751799,0.5504226713
0.1717865461,0.658489965,0.1492455886,0.4423726461,0.5555555556,0,1,0.1,0.5,0,1,1,0.75,0.2222222222,0.3333333333,0.4444444444,0.8709310074,0.4768808672,0.7069761221,0.0569693899,0.281000011,0.2710361821,0.2748217889,0.330950891,0.301229423,0.5546131151,0.7069761235,0.6040818053,0.6450448217,0.0258314002,0,0.714615288,0.6039663095,0.5119763497,0,0.6039671634,0.450426906,0.5772792555,0.6054847746,0.5189729213
0.9683967156,0.9963364129,0.9675501378,0.0047193819,0.5555555556,0,0.3333333333,0.9,0.1,0,0.2,0.1,0.75,0.1111111111,0.7777777778,0,0.5864321492,0.0276815812,0.3398263561,0,0.0138732763,7.89143997377007E-05,0,0,0,0,0.339826357,0,0.0232943181,0.0001458796,0,0.5080938442,0,0,0,0,0.1000822293,0,0,0
0.5481529334,0.9202771583,0.5358619524,0.1032751452,0,0.2222222222,1,0.7,0.9,1,0.6,0,1,0.5555555556,0.2222222222,0.2222222222,0.1674850027,0.054402477,0,0.0189118798,0.0899797441,0.015529192,0.0253702601,0.1964597963,0.0725631358,0.2148432189,0,0.2304845567,0.0997968882,0.0064866212,0,0.6407802549,0.2307487702,0.2008364049,0,0.2307488901,0.3812311317,0.2147431794,0.232312522,0.2054972707
0.4351529164,0.8803759159,0.4197808759,0.1549768327,0.1111111111,0.6666666667,0.6666666667,0.6,0.8,1,0.4,0.5,0.75,0.2222222222,0,0.2222222222,0.7814656827,0.3126750374,0.8615007465,0.0410920817,0.1956535328,0.1780676445,0.2203991527,0.2364223838,0.2391125381,0.4004188836,0.861500746,0.4162227325,0.1272506989,0.0143524684,0,0.6094760009,0.4162078288,0.3256498301,0,0.416209106,0.255505473,0.3808558821,0.4178749453,0.3314561886
0.112116009,0.5543963046,0.0879534592,0.5771671811,0.1111111111,0.5555555556,0.3333333333,0.5,0.3,1,1,0.1,0.75,0,0.1111111111,0.7777777778,0.8587003993,0.3735918694,0.6433289119,0.0556583961,0.1977512315,0.1918540827,0.1998724519,0.5692159155,0.2981521646,0.6320373653,0.643328916,0.6746590584,0.1573926597,0.0258700252,0,0.1246363276,0.6739011231,0.5716485275,0,0.6739047553,0.7038422161,0.6235267025,0.6787490275,0.5811780895
0.2998996991,0.8053520229,0.2808402487,0.2520929864,0.1111111111,0.1111111111,0.6666666667,0.1,0.5,0,0,0.5,0.625,0,0.1111111111,0.1111111111,0.9004331266,0.0821482393,0.6491667276,0.0272582151,0.035934574,0.046134816,0.0932666788,0.506483077,0.1592245127,0.4700200253,0.6491667303,0.4246494716,0.0488446344,0.0058092934,0,0.6584143693,0.4248129409,0.3474151051,0,0.4248138871,0.1806962844,0.3129523489,0.4247607713,0.3510249332
0.2994236948,0.7912551768,0.2803567702,0.2703941411,0.7777777778,0.1111111111,0,1,0.9,1,0,0.6,0.875,0.2222222222,0.3333333333,0.5555555556,0.8784920946,0.3748118032,0.8097045193,0.0573946484,0.2140771268,0.2101149007,0.2367371758,0.334588352,0.2790970068,0.4724214766,0.8097045231,0.4840573572,0.1735212624,0.0223092898,0,0.6515302644,0.4845790624,0.4175665037,0,0.484578363,0.3755795537,0.5032132113,0.4836216889,0.4236685526
0.2825085426,0.791733036,0.2629740005,0.2697596024,0,0,0,0.5,0.2,0,0.2,0.6,0.75,0,0.1111111111,0.1111111111,0.9176628412,0.0702940056,0.7968778147,0.0351220708,0.0475751203,0.0587019181,0.1434791868,0.5059684065,0.2351692709,0.5462201277,0.7968778171,0.4798747592,0.0470612251,0.0057029967,0,0.1043984103,0.4792291557,0.3777736571,0,0.4792313603,0.2034912307,0.3800810166,0.483179643,0.3848287384
0.0907638169,0.487973877,0.066023878,0.6631603995,0,0.5555555556,0.3333333333,0.6,0.7,0,0.2,0.2,1,0.2222222222,0,0.8888888889,0.8343493231,0.7301528826,0.6980532002,0.0907398174,0.429453069,0.3998352626,0.3097951113,0.7113049167,0.3725180496,0.5664744943,0.6980532014,0.8185751746,0.6007298426,0.0584904736,0,0.7804153171,0.8184434919,0.8804600511,0,0.8184460467,0.6091485538,0.7924474767,0.819224448,0.881771487
0.0824337419,0.4714877349,0.0574573258,0.6845998771,0.5555555556,0.2222222222,0,0.8,1,1,0.8,0.9,1,0,0.3333333333,1,0.8477194537,0.4174848542,0.6654522685,0.0661918717,0.2298049506,0.2196236946,0.2219960444,0.855204522,0.396700353,0.6862341762,0.6654522726,0.8725618381,0.5392072459,0.0340213243,0,0.9003994834,0.8724618649,0.9152575819,0,0.8724644024,0.6598922883,0.8246558208,0.8723195079,0.9166642402
0.0879757918,0.4866995859,0.0631467846,0.6648313515,0,0.1111111111,0.6666666667,0.6,0.7,1,0.6,0.1,1,0.8888888889,0,0.7777777778,0.8631511692,0.601754915,0.607143698,0.0808362109,0.3708268861,0.3526999354,0.324267235,0.6500281964,0.3819591237,0.6038254834,0.6071437009,0.7245439733,0.7881509623,0.0557201564,0,0.893989622,0.7244697184,0.6333698795,0,0.724470987,0.6887161707,0.7248418485,0.7264323576,0.6416825588
0.0981418833,0.5180790061,0.0735891278,0.6241693161,0.5555555556,0.1111111111,0.6666666667,0.6,0.5,0,0,0.7,0.75,0.7777777778,0.1111111111,0.5555555556,0.8406152635,0.4574827605,0.7098115967,0.0610336956,0.2811013151,0.2654418251,0.2795607019,0.4709645559,0.363317825,0.5573003048,0.7098115973,0.7454388825,0.2755862493,0.0265135492,0,0.8737585065,0.7454217451,0.6102129318,0,0.7454235053,0.6445803146,0.7033385864,0.7471147422,0.6195874748
0.9395814562,0.9930710417,0.9379456655,0.0089469962,0.4444444444,0.1111111111,1,0.9,0.1,0,0.4,0.5,0.625,0.1111111111,0,0,0.6009261452,0.0333931126,0.399786045,0.0016335769,0.0153164114,0.0024311442,0.0025250328,0.003857951,0.0043252939,0.0092245838,0.3997860465,0.0103959635,0.0032667427,0.0003573478,0,0.0701019276,0.0104368089,0.0195842026,0,0.0104360719,0.0814175424,0.0209554235,0.0111120029,0.0199203371
0.1091579824,0.5458744823,0.0849152063,0.5882015454,0.4444444444,0,0.6666666667,0.5,0.4,1,0.8,0.7,1,0.1111111111,1,0.6666666667,0.8987879068,0.5728846721,0.7334774005,0.0679358599,0.3429837961,0.3345048277,0.3149710667,0.583486066,0.364371845,0.6266412563,0.7334774035,0.7505801549,0.7644611774,0.034188153,0,0.7654272116,0.7504409081,0.6233540754,0,0.750442033,0.6712050209,0.7324689273,0.7521642239,0.6333231582
0.1811026299,0.6740203887,0.1588240112,0.4222736316,0,0,0,0.1,0.3,1,0.8,0.7,0.75,0.2222222222,0.4444444444,0.4444444444,0.8763523666,0.4667953667,0.7353971956,0.0575195158,0.2808321462,0.2718969959,0.284375654,0.3397537148,0.3130137212,0.5112485933,0.7353971963,0.5836745909,0.6347005464,0.0257450125,0,0.7037772541,0.5835768068,0.5103107335,0,0.5835781543,0.4344646756,0.585289518,0.5854158882,0.5183508871
0.3403090628,0.8320324944,0.3223533515,0.2175925865,0.2222222222,0.1111111111,0.3333333333,0.9,0.2,1,0.4,0,0.5,1,0,0.5555555556,0.0748282181,0.0745197137,0.0230978234,0.0357409083,0.1450946423,0.0388357883,0.0785776912,0.3819713481,0.2031737256,0.3337767922,0.0230978226,0.3947403956,0.3464592452,0.0151976132,0,0.7165218192,0.3948455914,0.3566776135,0,0.3948465067,0.554078588,0.4240449444,0.3977049783,0.3649185866
0.6455128096,0.9459222682,0.6358759547,0.0700068081,0.1111111111,0.7777777778,0,0.6,0.5,1,0.2,0.3,0.75,0.3333333333,0.2222222222,0.1111111111,0.7100740494,0.2072690669,0.854218008,0.0257873373,0.1364092037,0.115924281,0.1670842376,0.1303468924,0.1849016184,0.2474928052,0.8542180097,0.2754454161,0.0590457437,0.0079027573,0,0.6084504222,0.2755911767,0.2102713698,0,0.2755917492,0.13031519,0.2859836646,0.2751333465,0.2142596756
0.1790966119,0.6799139853,0.1567527153,0.4145520884,0.1111111111,0.7777777778,0.3333333333,0.8,0.9,1,0,0.1,0.875,0,0.4444444444,0.2222222222,0.8907934972,0.1493830812,0.778013498,0.0422777543,0.0849353164,0.0911589838,0.1566228238,0.2890760715,0.2621164726,0.6115914436,0.7780135017,0.5800372129,0.1201120512,0.0099136173,0,0.8292071993,0.5804223883,0.4502054703,0,0.5804223405,0.2780150006,0.4026315654,0.5807701614,0.4548478914
0.1527973752,0.6379420198,0.1297333999,0.4689413118,0.7777777778,0.1111111111,0.6666666667,0.7,0.3,1,1,0.7,1,0.1111111111,0.1111111111,0.5555555556,0.9169314754,0.5805666652,0.6986363093,0.0588694891,0.3104245423,0.3075282251,0.2634089458,0.5078903491,0.2793526519,0.6133030897,0.6986363088,0.7183494969,0.2612565285,0.0278287832,0,0.8376676647,0.717715278,0.6113272952,0,0.7177176665,0.7012377853,0.7357673499,0.7211254263,0.6225463108
0.6300256702,0.9421790379,0.6199594723,0.0748808587,0.1111111111,0.5555555556,1,0.9,0.4,1,0.2,0,0.625,0,0.2222222222,0,0.904897233,0.0836139078,0.7263971908,0.008544373,0.0095193745,0.0216485748,0.0184239238,0.0405427759,0.0316987732,0.2283294069,0.7263971906,0.1699946733,0.0395734757,0.0015307607,0,0.0843910461,0.1698135336,0.1334680575,0,0.1698143999,0.0076940607,0.0993548072,0.1700509908,0.1342937636
0.637556738,0.9440108315,0.6276990914,0.0724841531,1,0.1111111111,0,0.1,0.7,1,1,0.8,1,0.4444444444,0.3333333333,0,0.8951576272,0.0604891991,0.8592465829,0.0148066818,0.0249878864,0.0353928642,0.0816611414,0.0372982313,0.1272684773,0.2764287267,0.8592465829,0.2659182286,0.0369778371,0.0012589588,0,0.6097690661,0.2658253219,0.1942203048,0,0.2658257887,0.0838060075,0.2349485537,0.2652809403,0.1964984984
0.1185420669,0.5693692259,0.094551752,0.557745008,0.5555555556,0.2222222222,0.6666666667,0.6,0.1,0,0,0.9,1,0.4444444444,0.2222222222,0.4444444444,0.8568248495,0.4133459106,0.7162178708,0.05824286,0.2488824016,0.2387505447,0.2632613374,0.3540290684,0.3592985507,0.5964412868,0.7162178717,0.7476303385,0.1855722436,0.023148647,0,0.8677572656,0.7476275376,0.5913433829,0,0.7476288762,0.5478289882,0.6552666836,0.7491439019,0.5999881281
0.6091324822,0.9360465116,0.5985028018,0.082872081,0.3333333333,0.2222222222,0.3333333333,1,1,1,0.8,0.5,0.5,0.2222222222,0,0.1111111111,0.7244779398,0.2187377879,0.8687244967,0.0262616951,0.1373975886,0.1186520132,0.1635644315,0.1441377197,0.1851370524,0.2713471695,0.8687244989,0.2971877806,0.0539961621,0.0077959259,0,0.6175728044,0.2973043442,0.2350892327,0,0.2973053719,0.1181477649,0.306834193,0.2967765127,0.2394487973
0.9145912313,0.9904428162,0.9122645024,0.0124290275,0,0.6666666667,1,0.7,0.5,0,1,1,1,0.3333333333,0.4444444444,0,0.6085764739,0.0176174394,0.4243397045,0.0048353998,0.0160408035,0.0036487301,0.0211747896,0.0120228741,0.034900982,0.0814526475,0.4243397044,0.0773058943,0.0114084317,0.000544169,0,0.5263447901,0.0773451152,0.0585005649,0,0.0773443845,0.1293744822,0.0847360015,0.0780762523,0.0604918628
0.3378780409,0.8292449825,0.3198514162,0.2211248521,0.7777777778,0,0,0.6,0.3,0,0.2,0.9,0.5,0.3333333333,0.1111111111,0.3333333333,0.8101488238,0.4747730571,0.7174598899,0.0417407145,0.2549966923,0.2361228122,0.2110962184,0.4249134183,0.1884373644,0.3581567682,0.7174598933,0.3895376826,0.3160642837,0.020591297,0,0.6359747365,0.3893813642,0.3521768301,0,0.3893836696,0.2778212297,0.3735230795,0.3910652517,0.3575145013
0.0340343063,0.2689550812,0.0077409401,0.9468679565,0.4444444444,0.1111111111,1,0.6,0.9,0,0.8,0.4,0.875,0,0.1111111111,0.7777777778,0.877171316,0.2457843068,0.7584686674,0.0637120156,0.1720946748,0.1708174139,0.265415872,0.8524986658,0.4613314179,0.7892550847,0.7584686721,0.79450588,0.4706739017,0.0274538686,0,0.8166429188,0.7944912397,0.6860436846,0,0.7944928347,0.711053898,0.7764814166,0.7969284416,0.6954543518
0.4352549173,0.8806944887,0.4198852333,0.1545709923,0.5555555556,0.2222222222,0.6666666667,0.7,0,0,0.6,0.7,1,0.6666666667,0,0.2222222222,0.7774782799,0.3181303383,0.8237826081,0.0403028689,0.1983457431,0.1798548301,0.2196634461,0.225195424,0.2338084945,0.3893589131,0.823782611,0.4098137192,0.161271507,0.0147157785,0,0.5929684129,0.4097455757,0.3192315729,0,0.4097475409,0.2398706342,0.3821556612,0.410835841,0.3250721229
0.0523944716,0.3584740363,0.0266018858,0.8308941047,0.1111111111,0,1,0.5,0.1,1,0,0.7,0.875,0.1111111111,0.7777777778,0.8888888889,0.846046247,0.6602888631,0.6002194686,0.0740074891,0.3867163736,0.3634705175,0.3002611093,0.7722191069,0.4045109527,0.5881414392,0.6002194715,0.9069857525,0.7453529461,0.0406472258,0,0.1308907781,0.907237025,0.9652478833,0,0.9072373275,0.6707696728,0.8958892735,0.90717261,0.9661983016
0.935773422,0.9927524689,0.9340355661,0.0094149685,0.3333333333,0.1111111111,0,0.4,0.6,1,0.2,0.9,0.75,0.2222222222,0,0,0.5998818082,0.0342773972,0.3496523982,0.0025103334,0.0176181343,0.0042336037,0.0075782671,0.0090248613,0.0141428122,0.0392613784,0.3496524014,0.0396808551,0.0059266797,0.0003892422,0,0.4396050834,0.0397849699,0.0339740431,0,0.039784147,0.1066565137,0.0366966691,0.0410357282,0.0351411203
