cycle_time,pipelining,cache_size,cache_assoc,cache_hit_latency,cache_line_sz,cache_queue_size,tlb_hit_latency,tlb_miss_latency,tlb_entries,tlb_max_outstanding_walks,tlb_assoc,tlb_bandwidth,l2cache_size,pipelined_dma,ignore_cache_flush,cycle,avg_power,fu_power,avg_fu_dynamic_power,avg_fu_leakage_power,avg_mem_power,avg_mem_dynamic_power,avg_mem_leakage_power,total_area,fu_area,mem_area,num_sp_multiplier,num_sp_adder,num_dp_multiplier,num_dp_adder,num_trig_unit,num_multiplier,num_adder,num_bit_wise,num_shifter,num_register
1,1,32768,8,2,64,16,3,8,32,8,2,2,262144,1,0,142510,412.927,331.621,324.869,6.75207,81.306,79.6661,1.6399099999999998,739148,537399.0,201750.0,0,0,10,10,0,0,0,0,9,1116
4,0,16384,4,4,32,32,4,8,8,8,2,1,131072,1,1,642839,18.1723,14.1176,13.2444,0.8731479999999999,4.0547900000000014,3.3361300000000003,0.7186680000000001,155142,99103.6,56038.4,0,0,4,5,0,0,0,0,9,33
4,0,131072,16,3,64,32,1,1,16,4,2,1,262144,1,1,532277,32.7931,16.9224,16.0634,0.858949,15.8707,10.9324,4.9383300000000006,438495,97955.1,340540.0,0,0,4,5,0,0,0,0,9,27
4,0,65536,2,2,32,32,1,1,8,8,8,1,1048576,1,0,493451,27.147,18.4856,17.6242,0.861316,8.66142,6.03842,2.623,286541,98146.5,188394.0,0,0,4,5,0,0,0,0,9,28
1,1,65536,2,2,32,16,3,4,8,4,2,2,131072,1,1,146503,410.306,321.949,316.306,5.64285,88.3568,85.2718,3.08497,832903,446795.0,386108.0,0,0,10,11,0,0,0,0,9,591
3,0,32768,1,3,32,64,2,16,32,4,8,1,1048576,0,1,494041,32.0905,24.7122,23.8173,0.894912,7.378310000000001,6.04563,1.33268,207568,102437.0,105131.0,0,0,4,5,0,0,0,0,9,26
1,0,16384,8,3,64,128,1,16,64,4,2,1,262144,1,0,595221,93.4026,79.6842,77.8169,1.86725,13.7185,13.009,0.7094659999999999,203859,147257.0,56602.5,0,0,4,5,0,0,0,0,9,34
4,0,131072,4,4,32,128,2,4,8,8,2,2,1048576,0,0,437529,40.0834,20.8468,19.5735,1.27326,19.2366,13.1661,6.07051,1015890,146357.0,869529.0,0,0,6,8,0,0,0,0,9,30
5,0,131072,1,4,32,64,1,2,64,4,2,1,524288,0,0,397999,32.7498,17.8295,17.019000000000002,0.810519,14.9202,9.98475,4.93548,541712,95672.1,446039.0,0,0,4,5,0,0,0,0,9,25
1,0,16384,1,2,64,64,1,16,64,4,8,1,1048576,1,1,597054,91.8751,80.27,78.3649,1.90512,11.6051,10.9553,0.649817,202805,150319.0,52485.5,0,0,4,5,0,0,0,0,9,50
5,0,65536,2,2,32,16,3,8,16,4,4,2,524288,1,0,390478,29.6591,18.5975,17.3896,1.20793,11.0616,7.976610000000001,3.08497,529615,143507.0,386108.0,0,0,6,8,0,0,0,0,9,30
4,0,65536,8,3,32,16,3,2,8,8,8,1,524288,1,1,465594,29.545,19.2625,18.4083,0.854216,10.2825,7.552869999999999,2.72963,334148,97572.3,236576.0,0,0,4,5,0,0,0,0,9,25
4,1,16384,4,2,32,16,4,1,16,4,8,2,262144,1,0,149135,74.3104,61.236,57.4162,3.81978,13.0745,12.1552,0.91925,490315,372953.0,117361.0,0,0,10,10,0,0,0,0,9,821
1,1,32768,8,2,64,64,1,4,32,8,4,1,131072,1,0,273281,207.582,174.685,169.893,4.79242,32.8969,31.5725,1.32443,478262,382875.0,95386.9,0,0,5,6,0,0,0,0,9,1097
3,1,131072,16,1,32,128,1,16,16,8,2,1,524288,1,0,283384,75.9188,44.4837,41.7783,2.70547,31.435,26.135,5.30006,651398,268702.0,382696.0,0,0,7,8,0,0,0,0,9,545
4,0,131072,16,4,32,16,3,2,64,8,1,2,524288,1,0,454401,58.2206,20.2694,18.9985,1.27089,37.9512,31.1505,6.800669999999998,965030,146166.0,818865.0,0,0,6,8,0,0,0,0,9,29
1,1,32768,1,4,64,32,3,16,16,8,4,1,131072,1,1,278884,197.197,171.387,166.162,5.22481,25.8098,24.5557,1.25407,523890,418737.0,105153.0,0,0,5,5,0,0,0,0,9,1336
2,1,131072,8,1,64,128,2,1,16,8,4,1,524288,0,1,272961,106.232,72.8475,69.0086,3.83888,33.3844,28.5965,4.78787,718309,337952.0,380357.0,0,0,5,6,0,0,0,0,9,1090
4,1,16384,4,4,64,128,1,8,64,8,1,2,524288,1,1,143509,77.9987,65.2477,59.5282,5.719530000000002,12.7509,11.905,0.845992,631907,528897.0,103010.0,0,0,10,11,0,0,0,0,9,1609
1,1,16384,16,3,32,16,2,2,16,4,4,1,1048576,0,0,290471,206.014,163.423,159.821,3.60207,42.5912,41.6576,0.933599,358177,286598.0,71579.2,0,0,5,6,0,0,0,0,9,594
2,0,131072,8,4,32,128,2,4,32,8,4,1,131072,1,1,445135,73.446,43.4553,42.4239,1.03136,29.9908,24.8761,5.1146699999999985,564727,103596.0,461130.0,0,0,4,4,0,0,0,0,9,24
5,0,16384,8,3,64,32,3,8,8,4,1,1,1048576,1,0,520081,17.2096,13.5224,12.8706,0.651822,3.68717,2.97771,0.7094659999999999,132734,76131.0,56602.5,0,0,3,4,0,0,0,0,9,32
5,0,16384,8,4,32,128,1,8,32,8,1,1,524288,1,1,480983,19.668,14.8666,14.0348,0.831817,4.80146,4.04287,0.758596,154003,97394.7,56608.5,0,0,4,5,0,0,0,0,9,34
1,1,131072,8,3,64,32,3,16,16,8,4,1,524288,0,0,274347,235.251,173.56599999999997,168.93200000000004,4.63319,61.6858,56.8979,4.78787,751242,370885.0,380357.0,0,0,5,5,0,0,0,0,9,1086
1,0,65536,16,1,64,32,4,8,8,8,8,1,131072,0,1,408361,159.78,114.984,113.548,1.43638,44.7959,42.1725,2.62343,304768,113380.0,191388.0,0,0,3,4,0,0,0,0,9,25
3,1,131072,8,2,64,64,2,16,32,4,8,2,131072,0,0,137123,145.033,90.0907,85.5706,4.5201,54.9425,49.073,5.86951,1179460,432622.0,746834.0,0,0,10,10,0,0,0,0,9,1083
1,1,131072,8,1,64,16,2,4,64,8,4,1,1048576,0,0,272146,237.963,175.81900000000005,171.032,4.78768,62.1437,57.3558,4.78787,762849,382492.0,380357.0,0,0,5,6,0,0,0,0,9,1095
2,1,131072,8,1,64,32,1,16,8,8,8,1,262144,1,1,275351,105.93,72.8035,68.5135,4.29007,33.1266,28.3387,4.78787,764390,384033.0,380357.0,0,0,7,8,0,0,0,0,9,1078
2,1,131072,4,4,64,128,3,4,8,4,1,2,1048576,0,1,146208,197.396,134.57299999999998,128.394,6.1784300000000005,62.8233,57.1071,5.7162,1418400,548663.0,869742.0,0,0,10,10,0,0,0,0,9,1591
5,0,65536,16,4,64,16,3,16,16,4,1,1,131072,0,0,594645,20.2934,11.8777,11.2425,0.635257,8.41566,5.79223,2.62343,266180,74791.2,191388.0,0,0,3,4,0,0,0,0,9,25
1,1,131072,8,1,32,16,3,16,32,8,1,2,131072,1,0,143132,484.588,329.3130000000001,323.801,5.51202,155.276,148.99,6.28526,1342260,437102.0,905154.0,0,0,10,10,0,0,0,0,9,592
3,0,131072,1,1,64,128,1,2,8,8,8,2,262144,1,1,281022,70.9279,44.0645,42.3985,1.66598,26.8635,21.2044,5.65909,911354,188560.0,722793.0,0,0,8,8,0,0,0,0,9,41
2,1,32768,16,4,32,32,3,4,32,8,1,1,524288,0,0,281160,96.6516,69.4694,66.9038,2.56563,27.1822,25.6391,1.54313,341159,232484.0,108674.0,0,0,5,5,0,0,0,0,9,571
5,1,16384,16,4,32,16,2,8,32,4,1,1,262144,1,1,281707,35.5786,26.0844,23.9291,2.15527,9.49423,8.56063,0.933599,280441,208862.0,71579.2,0,0,5,5,0,0,0,0,9,534
4,1,65536,1,1,64,64,1,16,32,4,1,2,262144,0,0,136966,91.4674,67.9895,62.9096,5.07993,23.4779,20.5865,2.8913900000000003,886279,498358.0,387921.0,0,0,13,15,0,0,0,0,9,1088
3,1,32768,2,2,32,16,3,2,8,4,4,1,131072,1,0,282807,53.9278,43.785,41.5631,2.22192,10.1428,8.78645,1.35632,320091,213702.0,106389.0,0,0,5,5,0,0,0,0,9,522
3,0,131072,2,1,64,16,2,8,64,8,1,2,524288,1,1,291184,69.032,42.2951,40.9451,1.35006,26.7369,21.0623,5.6745800000000015,876216,155140.0,721076.0,0,0,6,8,0,0,0,0,9,37
2,0,16384,8,3,32,64,2,4,32,4,4,2,131072,1,0,526671,50.5208,37.4589,35.8129,1.64599,13.0619,12.0712,0.99067,292352,167867.0,124485.0,0,0,6,8,0,0,0,0,9,43
4,1,16384,2,4,64,64,4,1,8,8,1,1,524288,0,0,282479,39.8476,33.7357,30.2573,3.47839,6.11191,5.46047,0.651439,366246,313832.0,52413.6,0,0,5,5,0,0,0,0,9,1070
5,0,32768,16,3,32,64,1,8,32,8,2,1,262144,1,1,610636,19.0817,11.8445,11.0316,0.8128850000000001,7.2372,5.6940800000000005,1.54313,204538,95863.5,108674.0,0,0,4,5,0,0,0,0,9,26
3,1,131072,4,4,64,32,4,1,16,8,1,2,1048576,1,0,142466,131.841,87.0309,82.4895,4.54139,44.8103,39.0941,5.7162,1304090,434344.0,869742.0,0,0,10,10,0,0,0,0,9,1092
5,1,65536,1,4,64,16,2,16,8,4,2,1,262144,0,1,275948,36.5106,27.8329,24.4139,3.4189800000000004,8.67775,6.21715,2.4606,500765,311073.0,189693.0,0,0,5,5,0,0,0,0,9,1068
4,1,65536,4,2,32,16,3,2,64,8,2,2,262144,0,1,143237,89.25200000000002,62.9893,59.683,3.30625,26.2627,23.086,3.17663,815227,331418.0,483809.0,0,0,10,10,0,0,0,0,9,604
2,0,32768,16,4,64,32,3,8,16,4,4,1,131072,0,0,511821,52.371,37.5425,36.7035,0.838973,14.8286,13.3772,1.4514,194393,85726.9,108666.0,0,0,3,4,0,0,0,0,9,25
2,1,32768,16,1,64,128,2,2,32,4,2,2,1048576,1,1,140070,203.583,141.141,134.523,6.61723,62.4429,60.4079,2.03503,849724,596404.0,253320.0,0,0,11,14,0,0,0,0,9,1618
5,1,32768,8,1,32,16,2,4,64,4,1,2,1048576,0,1,143706,72.0297,50.8945,47.1838,3.71075,21.1352,19.3805,1.75472,592384,390596.0,201789.0,0,0,13,14,0,0,0,0,9,584
1,1,65536,16,3,64,64,4,2,8,8,2,2,1048576,1,0,139949,554.665,339.411,330.891,8.51984,215.254,211.683,3.57077,1192130,680379.0,511747.0,0,0,10,10,0,0,0,0,9,1863
2,0,131072,16,3,32,32,1,16,64,4,1,1,262144,0,0,545630,66.0631,35.6353,34.5541,1.08113,30.4278,25.1278,5.30006,492804,110107.0,382696.0,0,0,4,5,0,0,0,0,9,26
1,0,65536,8,2,64,32,3,4,32,4,2,1,131072,0,0,406187,147.437,115.614,114.178,1.43638,31.8229,29.2744,2.5485,308097,113380.0,194717.0,0,0,3,4,0,0,0,0,9,25
4,1,65536,8,1,64,128,3,2,8,8,1,1,262144,1,1,289268,44.7194,32.9869,29.5487,3.43816,11.7325,9.18403,2.5485,505296,310578.0,194717.0,0,0,5,5,0,0,0,0,9,1053
3,0,65536,4,2,32,16,2,2,32,8,4,2,524288,1,1,360554,52.6796,34.2613,32.9302,1.33113,18.4183,15.2416,3.17663,637418,153609.0,483809.0,0,0,6,8,0,0,0,0,9,29
1,0,65536,16,2,64,64,1,4,32,4,8,2,524288,0,1,318574,258.095,151.281,148.433,2.8480000000000003,106.814,103.243,3.57077,735494,223747.0,511747.0,0,0,6,8,0,0,0,0,9,46
2,0,32768,1,4,64,128,1,8,64,8,8,2,1048576,1,0,433080,58.3463,45.1688,43.5323,1.63652,13.1775,11.6692,1.5082799999999998,365646,167101.0,198544.0,0,0,6,8,0,0,0,0,9,39
4,0,65536,2,2,32,128,1,1,32,8,2,1,524288,0,1,491664,27.2331,18.5497,17.6884,0.861316,8.68337,6.06037,2.623,286541,98146.5,188394.0,0,0,4,5,0,0,0,0,9,28
3,1,131072,16,3,64,16,1,16,16,4,1,1,1048576,0,1,287532,73.3523,44.2826,40.8017,3.4809,29.0696,24.1313,4.9383300000000006,656070,315530.0,340540.0,0,0,5,5,0,0,0,0,9,1054
5,0,32768,2,3,64,32,1,4,8,4,8,1,262144,1,1,552059,17.1331,13.0127,12.1975,0.8152520000000001,4.12038,2.85058,1.26981,202452,96054.9,106397.0,0,0,4,5,0,0,0,0,9,27
4,0,16384,2,4,32,128,3,2,16,4,1,1,262144,1,1,581670,19.6324,15.5284,14.6742,0.854216,4.10405,3.4000800000000004,0.703973,160582,97572.3,63009.7,0,0,4,5,0,0,0,0,9,25
4,1,16384,2,4,64,32,4,8,64,8,8,1,262144,0,0,274295,40.9879,34.7001,31.172,3.52808,6.28785,5.63641,0.651439,370265,317852.0,52413.6,0,0,5,5,0,0,0,0,9,1091
2,1,65536,1,1,64,64,1,2,16,4,2,2,524288,1,0,137589,187.399,143.55,137.665,5.88517,43.8488,40.9574,2.8913900000000003,934703,546782.0,387921.0,0,0,13,16,0,0,0,0,9,1106
3,1,131072,16,3,32,128,3,4,16,4,4,2,131072,1,0,143530,204.47,85.1514,81.8761,3.27532,119.318,112.518,6.800669999999998,1150810,331942.0,818865.0,0,0,10,10,0,0,0,0,9,557
1,1,65536,8,1,32,16,3,1,16,8,4,1,1048576,0,1,282891,210.43,167.53799999999995,164.111,3.42627,42.8923,40.1627,2.72963,509844,273268.0,236576.0,0,0,5,5,0,0,0,0,9,576
2,1,16384,4,4,32,16,4,16,32,4,1,2,262144,0,1,150724,154.159,128.97299999999998,125.109,3.86407,25.186,24.2668,0.91925,481321,363959.0,117361.0,0,0,10,11,0,0,0,0,9,594
1,1,16384,1,4,32,128,3,16,32,8,4,1,131072,1,1,290842,185.914,163.745,159.692,4.05339,22.1692,21.471,0.69821,387112,323991.0,63121.4,0,0,5,5,0,0,0,0,9,841
3,1,16384,8,4,32,16,3,4,16,8,8,2,262144,0,1,150398,107.377,82.3009,78.3079,3.99303,25.0763,24.0856,0.99067,517150,392665.0,124485.0,0,0,10,11,0,0,0,0,9,843
4,1,16384,4,2,32,32,3,2,32,4,8,1,131072,0,1,283364,40.0444,33.0983,30.2399,2.85836,6.94615,6.22748,0.7186680000000001,319722,263684.0,56038.4,0,0,5,5,0,0,0,0,9,808
5,0,16384,8,3,64,32,2,4,16,8,1,1,131072,1,0,452231,19.6297,15.4957,14.8439,0.651822,4.13393,3.42447,0.7094659999999999,132734,76131.0,56602.5,0,0,3,4,0,0,0,0,9,32
1,0,65536,1,2,32,128,2,2,8,8,4,1,1048576,1,1,606925,100.099,78.5301,76.6771,1.85305,21.5685,18.9511,2.61744,335703,146108.0,189594.0,0,0,4,5,0,0,0,0,9,28
3,0,32768,8,1,32,64,1,2,8,4,4,1,524288,1,1,533468,31.8677,23.4195,22.1701,1.24935,8.44822,7.02765,1.42058,249166,141647.0,107519.0,0,0,6,6,0,0,0,0,9,29
3,1,16384,8,3,32,32,3,1,64,8,4,1,1048576,0,0,283753,55.201,44.9393,41.4323,3.50693,10.2617,9.50311,0.758596,374244,317635.0,56608.5,0,0,5,5,0,0,0,0,9,1065
3,0,65536,4,3,64,16,4,2,16,4,2,1,131072,1,0,473113,35.506,25.4775,24.7767,0.700799,10.0285,7.525239999999998,2.50325,272846,80129.2,192717.0,0,0,3,4,0,0,0,0,9,26
5,1,32768,16,4,32,64,3,1,32,4,4,1,1048576,1,1,281405,37.9053,26.1116,23.9658,2.14581,11.7937,10.2505,1.54313,316771,208096.0,108674.0,0,0,5,5,0,0,0,0,9,530
1,1,131072,1,3,32,32,1,1,8,4,4,2,524288,1,0,144397,448.556,326.51,320.981,5.52859,122.046,116.032,6.0136,1310480,438442.0,872037.0,0,0,10,10,0,0,0,0,9,599
5,1,131072,2,2,64,128,2,1,16,8,1,1,131072,0,0,284907,41.5133,27.0299,23.6322,3.3976900000000003,14.4834,9.80093,4.6824900000000005,643963,309350.0,334613.0,0,0,5,5,0,0,0,0,9,1059
5,1,32768,8,1,32,64,2,1,8,8,1,1,1048576,1,0,303136,32.1288,24.621,22.2905,2.33054,7.50776,6.0871900000000005,1.42058,337262,229743.0,107519.0,0,0,6,6,0,0,0,0,9,534
3,0,16384,16,3,64,16,3,8,32,4,2,1,131072,0,1,460099,35.855,26.2557,25.5572,0.6984319999999999,9.5993,8.71679,0.8825129999999999,151485,79937.8,71547.2,0,0,3,4,0,0,0,0,9,25
1,0,32768,1,3,32,128,4,16,64,4,1,2,1048576,0,1,689332,89.1681,70.3776,67.5674,2.81014,18.7905,17.1942,1.59633,440898,220684.0,220213.0,0,0,6,8,0,0,0,0,9,30
3,0,16384,16,1,32,128,2,16,16,8,4,2,262144,0,1,409042,48.658,31.0132,29.5029,1.51039,17.6448,16.2081,1.43661,341532,172042.0,169490.0,0,0,7,8,0,0,0,0,9,40
4,1,131072,2,4,64,128,2,8,32,8,4,2,262144,1,1,137781,101.627,66.4779,61.9931,4.48477,35.1489,29.4743,5.6745800000000015,1147810,426738.0,721076.0,0,0,10,10,0,0,0,0,9,1102
1,0,65536,16,3,64,128,4,2,64,8,1,1,262144,0,0,481281,136.194,97.7882,96.3518,1.43638,38.4063,35.7829,2.62343,304768,113380.0,191388.0,0,0,3,4,0,0,0,0,9,25
4,1,16384,2,2,32,32,1,4,8,4,2,2,131072,0,1,149508,74.3263,62.6016,57.5642,5.03733,11.7247,10.8311,0.893599,612218,494913.0,117304.0,0,0,13,15,0,0,0,0,9,1070
4,1,16384,4,3,32,128,2,16,16,8,4,2,131072,0,1,148185,74.0585,61.0539,57.8092,3.24472,13.0046,12.0853,0.91925,443803,326442.0,117361.0,0,0,10,10,0,0,0,0,9,578
1,0,16384,16,2,32,64,4,8,8,4,4,2,131072,0,1,717593,96.7582,67.6048,64.7662,2.83854,29.1535,27.7169,1.43661,392472,222981.0,169490.0,0,0,6,8,0,0,0,0,9,42
1,1,65536,16,4,64,64,1,2,32,4,4,2,1048576,1,1,138437,560.215,341.86800000000005,334.295,7.573239999999998,218.348,214.777,3.57077,1115560,603817.0,511747.0,0,0,10,10,0,0,0,0,9,1463
1,0,131072,16,2,32,64,4,4,32,8,2,1,262144,0,0,455568,169.71900000000005,104.229,102.361,1.86725,65.4907,60.1906,5.30006,529953,147257.0,382696.0,0,0,4,5,0,0,0,0,9,34
2,1,32768,1,1,64,128,1,2,16,8,8,1,524288,0,1,273500,87.7242,74.0655,68.9637,5.1017800000000015,13.6588,12.4047,1.25407,554839,449685.0,105153.0,0,0,7,8,0,0,0,0,9,1421
2,1,65536,16,1,64,64,1,2,32,8,2,2,524288,1,0,137207,255.491,143.924,138.07399999999998,5.8496,111.567,107.996,3.57077,1053170,541420.0,511747.0,0,0,13,15,0,0,0,0,9,1110
4,1,65536,2,2,64,128,4,8,32,4,4,1,262144,0,1,272895,45.7275,35.1964,31.3393,3.85703,10.5311,8.064919999999999,2.46617,532933,344457.0,188476.0,0,0,5,5,0,0,0,0,9,1230
3,1,65536,2,1,64,128,1,8,8,8,1,1,1048576,1,1,285692,57.8599,45.1301,41.2319,3.89818,12.7298,10.2636,2.46617,553646,365170.0,188476.0,0,0,7,8,0,0,0,0,9,1049
1,1,16384,1,1,32,128,1,1,16,4,8,2,1048576,1,1,173277,313.504,277.198,269.038,8.15964,36.3061,35.4252,0.8809239999999999,762600,646549.0,116051.0,0,0,13,15,0,0,0,0,9,1079
3,1,131072,2,2,64,16,1,4,16,4,4,2,1048576,0,1,137815,136.21,91.2771,85.7403,5.53677,44.9327,39.2581,5.6745800000000015,1254490,533415.0,721076.0,0,0,12,14,0,0,0,0,9,1314
3,0,65536,2,1,64,64,3,2,64,8,1,2,262144,1,1,333548,52.6348,36.6915,35.3272,1.36426,15.9433,13.0364,2.90688,542495,156289.0,386206.0,0,0,6,8,0,0,0,0,9,43
1,0,65536,8,3,64,64,4,2,16,4,2,2,262144,0,0,466269,142.263,102.364,99.5395,2.8243400000000003,39.8991,36.8493,3.04978,577721,221833.0,355888.0,0,0,6,8,0,0,0,0,9,36
2,0,65536,4,2,64,16,3,8,16,4,8,2,524288,0,1,383493,73.0016,50.7293,49.0999,1.62942,22.2723,19.3043,2.96795,521278,166527.0,354750.0,0,0,6,8,0,0,0,0,9,36
2,0,131072,4,1,64,64,1,1,8,8,1,2,131072,0,1,288513,106.528,67.9667,65.9312,2.0355,38.5613,32.8451,5.7162,1073730,203989.0,869742.0,0,0,8,8,0,0,0,0,9,43
5,0,131072,1,3,64,16,1,1,16,8,4,1,131072,0,1,527488,24.0689,13.4016,12.7663,0.635257,10.6673,5.99035,4.67692,409272,74791.2,334481.0,0,0,3,4,0,0,0,0,9,25
4,0,16384,8,4,64,32,3,8,8,4,8,1,1048576,1,0,507187,22.0044,17.4782,16.8101,0.668086,4.52623,3.81676,0.7094659999999999,132819,76216.1,56602.5,0,0,3,4,0,0,0,0,9,25
3,0,65536,16,3,32,128,3,4,16,4,4,1,262144,0,1,479085,44.4861,25.5079,24.6154,0.892546,18.9782,16.179000000000002,2.79913,286757,102246.0,184511.0,0,0,4,5,0,0,0,0,9,25
2,0,32768,1,2,64,128,4,4,16,8,4,2,262144,1,0,458881,55.2237,42.7023,41.0706,1.63179,12.5213,11.0131,1.5082799999999998,365263,166719.0,198544.0,0,0,6,8,0,0,0,0,9,37
2,0,65536,2,1,32,16,4,4,16,8,2,2,1048576,0,1,410880,69.6681,47.6318,46.0142,1.61759,22.0363,18.9513,3.08497,551678,165570.0,386108.0,0,0,6,8,0,0,0,0,9,31
5,0,65536,4,2,64,32,3,2,64,4,1,2,1048576,1,0,371360,30.336,19.394,18.1766,1.2174,10.942,7.9740199999999986,2.96795,499023,144273.0,354750.0,0,0,6,8,0,0,0,0,9,34
3,1,65536,1,2,32,32,1,1,32,8,1,1,524288,0,0,281077,57.9124,44.496,42.0398,2.45626,13.4164,10.799,2.61744,428858,239264.0,189594.0,0,0,6,6,0,0,0,0,9,539
3,0,16384,16,1,64,16,3,4,32,8,1,1,131072,0,1,549849,30.4414,22.2649,21.3511,0.913844,8.17649,7.29397,0.8825129999999999,175516,103969.0,71547.2,0,0,4,5,0,0,0,0,9,34
1,1,16384,16,2,32,128,3,1,16,4,4,2,131072,0,1,175170,369.417,271.78,265.177,6.60383,97.6363,96.1997,1.43661,693038,523547.0,169490.0,0,0,11,12,0,0,0,0,9,824
3,1,16384,4,4,64,64,3,8,32,8,4,2,1048576,1,0,140949,104.845,87.9498,83.3446,4.60529,16.895,16.049,0.845992,542523,439512.0,103010.0,0,0,10,10,0,0,0,0,9,1119
3,0,16384,16,4,32,64,1,4,64,8,1,1,524288,0,0,505156,34.8756,24.2136,23.2998,0.913844,10.6619,9.72833,0.933599,175548,103969.0,71579.2,0,0,4,5,0,0,0,0,9,34
3,0,32768,2,3,64,128,1,1,8,8,8,2,262144,0,0,358443,45.5495,34.2353,32.8711,1.36426,11.3142,9.7817,1.53246,357263,156289.0,200974.0,0,0,6,8,0,0,0,0,9,43
2,1,131072,4,1,32,32,4,4,32,4,1,1,262144,1,0,281086,102.314,69.6215,66.9383,2.68325,32.6926,27.7241,4.96851,682340,239689.0,442651.0,0,0,4,5,0,0,0,0,9,703
1,1,131072,8,3,64,32,2,1,32,8,8,1,1048576,0,1,271543,237.783,175.553,170.896,4.65685,62.2305,57.4427,4.78787,753156,372799.0,380357.0,0,0,5,5,0,0,0,0,9,1096
3,1,65536,8,4,32,32,3,2,32,4,1,2,262144,0,1,143659,126.966,85.2405,81.8492,3.39128,41.726000000000006,38.4461,3.27989,741693,341321.0,400372.0,0,0,10,10,0,0,0,0,9,606
4,1,32768,1,4,64,16,2,1,8,8,4,1,262144,1,0,274427,42.1695,34.7169,31.1486,3.56831,7.4526,6.1985199999999985,1.25407,426259,321106.0,105153.0,0,0,5,5,0,0,0,0,9,1108
1,0,65536,2,4,64,64,4,4,16,4,1,1,131072,1,0,546746,106.586,85.9023,84.4659,1.43638,20.684,18.2179,2.46617,301855,113380.0,188476.0,0,0,3,4,0,0,0,0,9,25
3,1,32768,4,1,32,128,2,1,16,8,2,2,262144,1,0,144649,114.591,86.2118,81.7825,4.42924,28.3792,26.7064,1.6728900000000002,644460,443837.0,200623.0,0,0,12,14,0,0,0,0,9,846
5,1,16384,2,1,32,64,2,2,64,8,1,2,131072,1,1,148389,59.5525,49.931,45.757,4.174,9.62143,8.72783,0.893599,540944,423640.0,117304.0,0,0,12,14,0,0,0,0,9,839
3,0,32768,1,2,32,128,3,1,32,4,4,2,131072,0,1,477616,35.8968,26.0285,24.695,1.3335,9.86833,8.27201,1.59633,374014,153801.0,220213.0,0,0,6,8,0,0,0,0,9,30
